tt_num,ccat_before,ccat_after,symp_before,symp_after,cc_before,cc_after,rc_before,rc_after
1-10637227892,null,Customer,Frequent disconnection,Frequent disconnection,null,Customer_Behaviour,null,Advise Customer
1-10637284231,null,Customer,Line Disconnect,Line Disconnect,null,PG_Faulty,null,Advise Customer
1-10637370637,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10637537294,null,Access Network,Slow Browsing,Slow Browsing,null,OLT configuration problem,null,OLT reconfigured
1-10637807127,null,Customer,Frequent disconnection,Frequent disconnection,null,Clear While Localising,null,Advise Customer
1-10637854818,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,Jumper Changed
1-10637860462,null,BTU,Blank Screen_All Channel,Blank Screen_All Channel,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10638201483,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Fiber Patch Cord,null,Patching_Opt Connct Replaced
1-10638266685,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,Jumper Changed
1-10638285231,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Faulty,null,ONU_Replaced
1-10638287985,null,RIGHT WHEN TESTED,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-10638370785,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10638379994,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-10638416315,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Low Signal,null,Connector_Replaced
1-10638426555,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10638499245,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU&PG_Replaced
1-10638556135,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10638611403,null,Customer,Slow downloading rate,Slow downloading rate,null,PG_Faulty,null,Advise Customer
1-10638684634,null,Customer,Intermittent,Intermittent,null,Clear While Localising,null,Advise Customer
1-10638684810,null,Access Network,Call Failure - incoming,Call Failure - incoming,null,EQMT_GE port faulty,null,Port Reset
1-10638706976,null,LocalAccess,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,Cabinet/SDF Jumper Faulty,null,DP_Re-jumper
1-10638714403,null,Customer,Line Disconnect,Line Disconnect,null,PG_Faulty,null,Advise Customer
1-10638718253,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Behaviour,null,Advise Customer
1-10638738879,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW FWS,null,Int._Wiring Replaced/Repaired
1-10638879200,null,LocalAccess,Frequent disconnection,Frequent disconnection,null,D/S Pair Faulty,null,D/S Pair Changed
1-10638880695,null,Customer,Cannot browse all website,Cannot browse all website,null,Clear While Localising,null,Advise Customer
1-10638925673,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-10638931141,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10638997476,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Fiber Patch Cord,null,Patching_Opt Connct Replaced
1-10639092745,null,RIGHT WHEN TESTED,Line Disconnect,Line Disconnect,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-10639137226,null,LocalAccess,Line Disconnect,Line Disconnect,null,Tie_Copper Problem,null,FOC_Tie cable replaced
1-10639171804,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-10639173474,null,Customer,Frequent disconnection,Frequent disconnection,null,Other_Fault,null,Advise Customer
1-10639188415,null,RIGHT WHEN TESTED,Line Disconnect,Line Disconnect,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-10639318207,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10639338986,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10639369448,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,Jumper Changed
1-10639370110,null,Customer,Intermittent,Intermittent,null,Clear While Localising,null,Advise Customer
1-10639384939,null,BTU,Frequent disconnection,Frequent disconnection,null,ONU_Hang,null,ONU_Replaced
1-10639539105,null,RIGHT WHEN TESTED,Line Disconnect,Line Disconnect,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-10639577262,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,TM_FTB FASC connector replaced
1-10639595152,null,Customer,Cannot browse all website,Cannot browse all website,null,Clear While Localising,null,Advise Customer
1-10639598874,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10639603821,null,Customer,Intermittent,Intermittent,null,Customer_Cancel TT,null,Advise Customer
1-10639611561,null,TM_CPE,Frequent disconnection,Frequent disconnection,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10639668202,null,Customer,No Dial Tone,No Dial Tone,null,Cust_PhoneWallSocketFaulty,null,Advise Customer
1-10639674255,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-10639719124,null,CLEAR WHILE LOCALISING,Error_102011,Error_102011,null,CWL USING END-END TESTING,null,CUST CONFIRM CCT UP&SATISFIED
1-10639721275,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10639835055,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise Customer
1-10639838817,null,Customer,Engage tone,Engage tone,null,Customer_Behaviour,null,Normalise_CPE Connection
1-10639867394,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Power adaptor prob,null,PG_Reset
1-10639867601,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Faulty,null,PG_Config_Changed
1-10639963218,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10639999245,null,TM_CPE,Jerks/Pixel_All LiveTV,Jerks/Pixel_All LiveTV,null,TM_CPE_IW_RJ11 Faulty,null,TM_CPE_IW_RJ11 Replaced
1-10640016816,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Patching,null,Patching_Opt Connct Replaced
1-10640025822,null,Customer,Intermittent,Intermittent,null,Cust_PhoneWallSocketFaulty,null,Advise Customer
1-10640043278,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Normalise_CPE Connection
1-10640050365,null,TM_CPE,Wireless intermittent,Wireless intermittent,null,TM_CPE_PG Faulty,null,PG_Reset
1-10640177189,null,Customer,Line Disconnect,Line Disconnect,null,Cust Premise Equipment Problem,null,Advise Customer
1-10640211716,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Behaviour,null,Normalise_CPE Connection
1-10640263460,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Normalise_CPE Connection
1-10640325636,null,Major Outage,Line Disconnect,Line Disconnect,null,AccessNetwork_Failure,null,Problem_Restored
1-10640391815,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10640392115,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10640395318,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10640395489,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG_Wireless Faulty,null,Change Wireless Channel Mode
1-10640415335,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Not Reachable,null,Advise Customer
1-10640435578,null,Customer,Noisy,Noisy,null,Customer_Internal Wiring,null,Advise Customer
1-10640470629,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,Dect_Phone_Faulty,null,Advise Customer
1-10640470925,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-10640517143,null,TM_CPE,Frequent disconnection,Frequent disconnection,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10640525472,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10640528353,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Normalise_CPE Connection
1-10640529258,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_VLAN problem,null,VLAN changed
1-10640544928,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage by pest,null,D/S Fiber cable replaced
1-10640581295,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10640827329,null,Customer,No Dial Tone,No Dial Tone,null,Customer_Internal Wiring,null,Advise Customer
1-10640842141,null,LocalAccess,Line Disconnect,Line Disconnect,null,DP Jumper Faulty,null,DP_Re-jumper
1-10640993929,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-10640994084,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-10641001140,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Power adaptor prob,null,Power Adaptor Replaced
1-10641015712,null,BTU,Intermittent,Intermittent,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10641030535,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Pair Faulty,null,D/S Pair Restored
1-10641053678,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10641127488,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10641175562,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-10641179531,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber repaired
1-10641187059,null,Access Network,Slow browsing all webs,Slow browsing all webs,null,EQMT_Control card hang,null,Control card reset
1-10641196164,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG_Wireless Coverage,null,PG_Config_Changed
1-10641196198,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber replaced
1-10641207016,null,Customer,Cannot browse all website,Cannot browse all website,null,Clear While Localising,null,Advise Customer
1-10641229526,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10641229817,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,Customer_IW Copper,null,Advise Customer
1-10641249842,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10641363290,null,TM_CPE,Cannot browse all website,Cannot browse all website,null,TM_CPE_PG_Wireless Coverage,null,Change Wireless Channel Mode
1-10641405233,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10641492328,null,BTU,Frequent disconnection,Frequent disconnection,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10641492601,null,Customer,Line down,Line down,null,Clear While Localising,null,Advise Customer
1-10641493241,null,BTU,Intermittent,Intermittent,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10641511969,null,BTU,Frequent disconnection,Frequent disconnection,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10641521044,null,TM_CPE,Line Disconnect,Line Disconnect,null,CCS CPE Configured,null,PG_Config_Changed
1-10641525431,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Behaviour,null,Normalise_CPE Connection
1-10641557324,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10641631351,null,CUSTOMER ISSUES,Line Disconnect,Line Disconnect,null,WRONGLY REPORT,null,Follow-up on new TR
1-10641633958,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise Customer
1-10641640201,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10641666076,null,Customer,Line Disconnect,Line Disconnect,null,Cust_PhoneWallSocketFaulty,null,Advise Customer
1-10641685130,null,Customer,Frequent disconnection,Frequent disconnection,null,Customer_Internal Wiring,null,Advise Customer
1-10641685239,null,TM_CPE,Slow,Slow,null,TM_CPE_PG Hang,null,PG_Replaced
1-10641732101,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Reset
1-10641792878,null,TM_CPE,Wireless not detected,Wireless not detected,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10641797988,null,Major Outage,Line Disconnect,Line Disconnect,null,Other_Fault,null,Problem_Restored
1-10641804139,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Replaced
1-10641817840,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-10641899023,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_MSAN configuration lost,null,MSAN reconfigured
1-10641928881,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10641955691,null,Customer,Intermittent,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10641956280,null,Access Network,Cannot browse all website,Cannot browse all website,null,EQMT_VLAN problem,null,VLAN changed
1-10641982001,null,BTU,Line down,Line down,null,VDSL Modem Faulty,null,VDSL_Reset
1-10642112383,null,CLEAR WHILE LOCALISING,Blank Screen_All Channel,Blank Screen_All Channel,null,CWL USING END-END TESTING,null,CUST CONFIRM CCT UP&SATISFIED
1-10642232249,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Reset
1-10642239869,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_STB Hang,null,STB_Reboot
1-10642297146,null,Customer,Error_102004,Error_102004,null,Customer_Internal Wiring,null,Advise Customer
1-10642298496,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-10642299174,null,Access Network,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,EQMT_VLAN problem,null,VLAN changed
1-10642463642,null,Major Outage,Line Disconnect,Line Disconnect,null,AccessNetwork_Failure,null,Problem_Restored
1-10642587929,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Low Signal,null,FDP_Repaired
1-10642599155,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_GE port faulty,null,Port Reset
1-10642617995,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW FWS,null,Int._Wiring Replaced/Repaired
1-10642632153,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-10642706159,null,Third Party Damage,Line Disconnect,Line Disconnect,null,FDP_Patching,null,3rd Party_FDP_PatchNormalised
1-10642759142,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Hang,null,ONU_Reset
1-10642759271,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10642843086,null,IPTV Platform,Line Disconnect,Line Disconnect,null,Network,null,Unbind_MAC_Add
1-10642982989,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Power adaptor prob,null,Power Adaptor Replaced
1-10643000150,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10643006077,null,Customer,Frequent disconnection,Frequent disconnection,null,Clear While Localising,null,Advise Customer
1-10643112111,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Advise Customer
1-10643114669,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_STB_Power adaptor prob,null,Power Adaptor Replaced
1-10643115221,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_IW_RJ11 Faulty,null,TM_CPE_IW_RJ11 Replaced
1-10643122678,null,LocalAccess,Line Disconnect,Line Disconnect,null,Cabinet/SDF Jumper Faulty,null,Jumper Changed
1-10643123120,null,Customer,Engage tone,Engage tone,null,Other_Fault,null,Advise Customer
1-10643133841,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Wireless Coverage,null,Change Wireless Channel Mode
1-10643135441,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Reset
1-10643143737,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10643203161,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_STB Faulty,null,STB_Replaced
1-10643214897,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,Firmware & Software upgrading
1-10643214957,null,TM_CPE,Blank Screen_All Channel,Blank Screen_All Channel,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10643225868,null,TM_CPE,Blank Screen_All Channel,Blank Screen_All Channel,null,TM_CPE_STB_Power adaptor prob,null,Power Adaptor Replaced
1-10643229359,null,Customer,Frequent disconnection,Frequent disconnection,null,Customer_Behaviour,null,Advise TMUC
1-10643261230,null,Customer,Line Disconnect,Line Disconnect,null,Cust_PC Issue/Faulty,null,Advise Customer
1-10643333163,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10643447664,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Hang,null,PG_Reset
1-10643463861,null,Access Network,Intermittent,Intermittent,null,EQMT_MSAN POTS card faulty,null,MSAN PON card reset
1-10643489146,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Reset
1-10643491615,null,Access Network,Line Disconnect,Line Disconnect,null,EQMT_VLAN problem,null,VLAN changed
1-10643507834,null,BTU,Intermittent,Intermittent,null,VDSL Modem Faulty,null,VDSL_Config_Changed
1-10643513817,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10643514129,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Patching,null,Patching_Connector Repatched
1-10643541599,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Behaviour,null,Advise Customer
1-10643588053,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-10643588053,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
